order_id,customer_id,product_id,order_date,product_category,product_name,quantity,unit_price,total_price,city,payment_method
ORD00242,CUST0125,PROD007,2023-09-03,Books,Self Help,2,252.03,504.06,Ahmedabad,Credit Card
ORD00243,CUST0052,PROD088,2024-04-28,Home & Kitchen,Mixer,1,1250.58,1250.58,Bangalore,UPI
ORD00244,CUST0245,PROD084,2024-05-02,Beauty,Lipstick,4,1338.75,5355.0,Chennai,Debit Card
ORD00245,CUST0119,PROD069,2024-08-10,Clothing,T-Shirt,1,4567.21,4567.21,Mumbai,Credit Card
ORD00246,CUST0254,PROD024,2024-02-11,Clothing,Jeans,1,4689.37,4689.37,Hyderabad,UPI
ORD00247,CUST0146,PROD059,2023-12-10,Electronics,Smartwatch,4,50208.72,200834.88,Ahmedabad,COD
ORD00248,CUST0058,PROD043,2023-07-17,Clothing,Jeans,1,4299.83,4299.83,Bangalore,Net Banking
ORD00249,CUST0291,PROD087,2023-10-30,Home & Kitchen,Pressure Cooker,1,604.65,604.65,Chennai,Credit Card
ORD00250,CUST0206,PROD086,2023-03-30,Home & Kitchen,Curtains,2,6702.25,13404.5,Delhi,Credit Card
ORD00251,CUST0197,PROD031,2023-09-25,Beauty,Shampoo,1,1105.41,1105.41,Jaipur,Debit Card
ORD00252,CUST0335,PROD047,2023-09-25,Beauty,Perfume,2,1830.47,3660.94,Chennai,UPI
ORD00253,CUST0361,PROD099,2024-05-29,Books,Comics,1,528.84,528.84,Hyderabad,UPI
ORD00254,CUST0245,PROD020,2023-05-17,Home & Kitchen,Bedsheet,1,3255.95,3255.95,Jaipur,COD
ORD00255,CUST0112,PROD098,2024-11-11,Clothing,Kurta,3,4590.06,13770.18,Chennai,COD
ORD00256,CUST0040,PROD073,2024-01-06,Sports,Cricket Bat,2,3294.91,6589.82,Delhi,UPI
ORD00257,CUST0168,PROD067,2023-06-18,Sports,Racket,2,1451.5,2903.0,Jaipur,UPI
ORD00258,CUST0029,PROD059,2024-04-01,Books,Magazine,4,783.85,3135.4,Bangalore,COD
ORD00259,CUST0371,PROD003,2023-11-12,Clothing,Kurta,1,570.42,570.42,Kolkata,Debit Card
ORD00260,CUST0359,PROD009,2023-12-19,Sports,Football,1,3595.95,3595.95,Ahmedabad,UPI
ORD00261,CUST0210,PROD024,2023-10-21,Beauty,Moisturizer,1,2961.17,2961.17,Bangalore,Net Banking
ORD00262,CUST0193,PROD011,2024-01-22,Clothing,Saree,4,2407.57,9630.28,Ahmedabad,Credit Card
ORD00263,CUST0271,PROD017,2024-02-07,Books,Textbook,5,265.21,1326.05,Chennai,UPI
ORD00264,CUST0273,PROD049,2024-03-10,Sports,Yoga Mat,2,2938.59,5877.18,Chennai,Credit Card
ORD00265,CUST0017,PROD085,2023-04-26,Clothing,Jeans,4,1594.83,6379.32,Kolkata,COD
ORD00266,CUST0018,PROD058,2024-08-31,Sports,Cricket Bat,1,1671.04,1671.04,Lucknow,UPI
ORD00267,CUST0387,PROD100,2023-08-11,Electronics,Laptop,1,35169.9,35169.9,Mumbai,Credit Card
ORD00268,CUST0164,PROD074,2024-08-12,Home & Kitchen,Bedsheet,4,2255.45,9021.8,Lucknow,Debit Card
ORD00269,CUST0154,PROD036,2024-02-28,Electronics,Smartphone,2,78927.17,157854.34,Mumbai,COD
ORD00270,CUST0025,PROD045,2024-05-22,Beauty,Lipstick,1,1952.41,1952.41,Kolkata,COD
ORD00271,CUST0387,PROD069,2023-07-08,Clothing,Saree,1,2218.23,2218.23,Jaipur,Credit Card
ORD00272,CUST0030,PROD072,2024-04-19,Sports,Yoga Mat,1,5187.84,5187.84,Kolkata,Net Banking
ORD00273,CUST0332,PROD011,2023-12-05,Home & Kitchen,Pressure Cooker,1,3412.53,3412.53,Jaipur,Debit Card
ORD00274,CUST0309,PROD006,2024-09-11,Electronics,Smartphone,1,8865.25,8865.25,Delhi,Credit Card
ORD00275,CUST0107,PROD043,2024-05-05,Sports,Racket,2,4428.26,8856.52,Hyderabad,UPI
ORD00276,CUST0125,PROD090,2024-05-05,Electronics,Smartphone,1,77155.82,77155.82,Lucknow,Credit Card
ORD00277,CUST0239,PROD069,2024-01-25,Clothing,Jeans,3,2894.32,8682.96,Pune,Debit Card
ORD00278,CUST0390,PROD041,2024-04-25,Electronics,Smartwatch,1,71210.9,71210.9,Chennai,Debit Card
ORD00279,CUST0009,PROD034,2023-05-30,Clothing,T-Shirt,1,2943.43,2943.43,Ahmedabad,COD
ORD00280,CUST0195,PROD073,2023-08-24,Home & Kitchen,Curtains,1,2713.24,2713.24,Chennai,Net Banking
ORD00281,CUST0379,PROD063,2024-10-19,Home & Kitchen,Bedsheet,3,2429.21,7287.63,Jaipur,Credit Card
ORD00282,CUST0095,PROD070,2024-05-15,Books,Textbook,2,336.14,672.28,Mumbai,COD
ORD00283,CUST0212,PROD018,2023-01-07,Electronics,Laptop,2,75889.11,151778.22,Chennai,UPI
ORD00284,CUST0317,PROD082,2023-03-03,Books,Fiction Novel,1,405.43,405.43,Lucknow,Net Banking
ORD00285,CUST0009,PROD068,2023-01-13,Books,Fiction Novel,2,108.26,216.52,Hyderabad,COD
ORD00286,CUST0092,PROD014,2024-03-16,Beauty,Moisturizer,2,1605.71,3211.42,Delhi,COD
ORD00287,CUST0137,PROD051,2023-12-29,Electronics,Smartphone,1,51483.56,51483.56,Delhi,Debit Card
ORD00288,CUST0154,PROD088,2023-08-20,Beauty,Shampoo,5,1781.57,8907.85,Delhi,UPI
ORD00289,CUST0005,PROD090,2024-10-14,Electronics,Tablet,1,33287.72,33287.72,Bangalore,UPI
ORD00290,CUST0271,PROD006,2023-04-08,Clothing,Saree,1,3330.71,3330.71,Chennai,Credit Card
ORD00291,CUST0351,PROD036,2023-03-18,Beauty,Serum,1,1530.88,1530.88,Ahmedabad,COD
ORD00292,CUST0301,PROD019,2023-08-01,Books,Self Help,1,1400.2,1400.2,Kolkata,UPI
ORD00293,CUST0347,PROD070,2024-02-03,Electronics,Smartwatch,3,23035.41,69106.23,Pune,Net Banking
ORD00294,CUST0257,PROD096,2023-03-22,Sports,Football,2,4805.63,9611.26,Pune,UPI
ORD00295,CUST0305,PROD051,2024-09-20,Electronics,Smartphone,1,67900.6,67900.6,Pune,UPI
ORD00296,CUST0222,PROD024,2024-01-20,Home & Kitchen,Curtains,1,4179.02,4179.02,Lucknow,Net Banking
ORD00297,CUST0043,PROD035,2023-03-17,Electronics,Smartwatch,1,27153.46,27153.46,Bangalore,Net Banking
ORD00298,CUST0047,PROD001,2023-04-20,Books,Self Help,1,1135.26,1135.26,Hyderabad,Net Banking
ORD00299,CUST0230,PROD072,2024-03-17,Clothing,Jacket,1,779.59,779.59,Ahmedabad,COD
ORD00300,CUST0307,PROD042,2024-09-03,Clothing,T-Shirt,2,720.3,1440.6,Kolkata,UPI
ORD00301,CUST0125,PROD074,2024-07-26,Electronics,Tablet,2,63437.68,126875.36,Ahmedabad,Credit Card
ORD00302,CUST0075,PROD009,2024-05-19,Books,Self Help,1,293.51,293.51,Bangalore,Net Banking
ORD00303,CUST0127,PROD093,2023-09-15,Electronics,Headphones,1,41317.35,41317.35,Jaipur,COD
ORD00304,CUST0171,PROD080,2024-02-10,Home & Kitchen,Curtains,1,1301.4,1301.4,Kolkata,Debit Card
ORD00305,CUST0070,PROD039,2024-08-31,Clothing,Saree,3,4132.55,12397.65,Pune,COD
ORD00306,CUST0164,PROD038,2024-02-12,Beauty,Lipstick,1,1540.71,1540.71,Jaipur,COD
ORD00307,CUST0187,PROD015,2024-02-07,Sports,Yoga Mat,3,2442.89,7328.67,Lucknow,Credit Card
ORD00308,CUST0373,PROD060,2023-01-28,Home & Kitchen,Lamp,3,1848.63,5545.89,Chennai,Net Banking
ORD00309,CUST0345,PROD064,2024-02-23,Sports,Cricket Bat,3,4967.92,14903.76,Bangalore,Debit Card
ORD00310,CUST0230,PROD077,2023-03-17,Electronics,Smartphone,3,58642.73,175928.19,Jaipur,COD
ORD00311,CUST0279,PROD005,2024-03-04,Clothing,Kurta,3,4640.35,13921.05,Pune,COD
ORD00312,CUST0182,PROD022,2024-11-11,Home & Kitchen,Mixer,1,1319.38,1319.38,Lucknow,UPI
ORD00313,CUST0055,PROD002,2024-03-16,Home & Kitchen,Curtains,1,7751.05,7751.05,Delhi,Debit Card
ORD00314,CUST0229,PROD048,2023-08-15,Electronics,Smartwatch,2,46849.51,93699.02,Kolkata,Net Banking
ORD00315,CUST0248,PROD014,2023-01-26,Sports,Racket,1,4235.18,4235.18,Hyderabad,Net Banking
ORD00316,CUST0179,PROD040,2023-05-26,Beauty,Moisturizer,4,524.11,2096.44,Pune,Net Banking
ORD00317,CUST0370,PROD090,2024-03-24,Sports,Racket,1,3052.16,3052.16,Jaipur,Debit Card
ORD00318,CUST0332,PROD014,2023-12-18,Electronics,Laptop,1,65763.95,65763.95,Bangalore,Credit Card
ORD00319,CUST0119,PROD052,2024-04-18,Home & Kitchen,Lamp,2,1700.18,3400.36,Bangalore,Credit Card
ORD00320,CUST0231,PROD076,2023-07-22,Home & Kitchen,Curtains,2,3466.26,6932.52,Kolkata,Net Banking
ORD00321,CUST0296,PROD014,2023-03-06,Electronics,Smartphone,3,20433.84,61301.52,Ahmedabad,Credit Card
ORD00322,CUST0271,PROD082,2024-05-16,Clothing,Jeans,1,2449.94,2449.94,Pune,COD
ORD00323,CUST0317,PROD023,2024-04-13,Clothing,Saree,1,3058.51,3058.51,Hyderabad,COD
ORD00324,CUST0094,PROD048,2023-04-30,Home & Kitchen,Pressure Cooker,1,2848.21,2848.21,,COD
ORD00325,CUST0250,PROD082,2023-07-10,Clothing,Kurta,1,947.11,947.11,Ahmedabad,Credit Card
ORD00326,CUST0318,PROD007,2024-04-06,Home & Kitchen,Curtains,1,2665.55,2665.55,Pune,UPI
ORD00327,CUST0335,PROD064,2024-06-01,Clothing,Jeans,5,4131.33,20656.65,Kolkata,Net Banking
ORD00328,CUST0390,PROD029,2023-02-01,Clothing,Saree,1,2596.38,2596.38,Hyderabad,UPI
ORD00329,CUST0381,PROD099,2024-08-02,Electronics,Smartwatch,3,26650.27,79950.81,Jaipur,COD
ORD00330,CUST0278,PROD097,2024-01-11,Home & Kitchen,Lamp,3,1355.66,4066.98,Mumbai,Net Banking
ORD00331,CUST0153,PROD005,2023-09-11,Home & Kitchen,Curtains,3,1267.23,3801.69,Jaipur,Debit Card
ORD00332,CUST0108,PROD095,2023-08-31,Clothing,T-Shirt,5,2363.07,11815.35,Lucknow,Debit Card
ORD00333,CUST0106,PROD027,2023-05-23,Sports,Racket,1,3906.43,3906.43,Mumbai,COD
ORD00334,CUST0150,PROD038,2024-12-21,Clothing,Jacket,1,3104.83,3104.83,Lucknow,Debit Card
ORD00335,CUST0070,PROD097,2023-04-08,Beauty,Serum,2,2959.35,5918.7,Kolkata,UPI
ORD00336,CUST0365,PROD042,2023-05-30,Beauty,Lipstick,1,2163.7,2163.7,Chennai,Net Banking
ORD00337,CUST0232,PROD010,2024-01-20,Clothing,Kurta,2,3271.92,6543.84,Delhi,Net Banking
ORD00338,CUST0250,PROD042,2024-04-10,Home & Kitchen,Bedsheet,4,5709.97,22839.88,Lucknow,UPI
ORD00339,CUST0358,PROD046,2024-11-11,Sports,Cricket Bat,1,4466.04,4466.04,Delhi,COD
ORD00340,CUST0146,PROD044,2023-11-27,Clothing,Saree,1,4176.61,4176.61,Ahmedabad,COD
ORD00341,CUST0024,PROD013,2023-02-19,Electronics,Tablet,4,64122.77,256491.08,Jaipur,UPI
ORD00342,CUST0104,PROD089,2024-03-14,Electronics,Smartphone,1,38096.45,38096.45,Bangalore,Debit Card
ORD00343,CUST0191,PROD086,2023-03-26,Electronics,Headphones,1,12000.5,12000.5,Bangalore,UPI
ORD00344,CUST0336,PROD012,2024-03-15,Clothing,Jacket,3,3711.87,11135.61,Delhi,UPI
ORD00345,CUST0228,PROD002,2024-11-27,Electronics,Laptop,1,14952.48,14952.48,Mumbai,
ORD00346,CUST0197,PROD012,2023-08-23,Sports,Dumbbells,1,4255.67,4255.67,Delhi,UPI
ORD00347,CUST0329,PROD087,2023-05-17,Clothing,Jacket,3,943.64,2830.92,Bangalore,UPI
ORD00348,CUST0370,PROD028,2023-12-26,Home & Kitchen,Mixer,1,5077.0,5077.0,Bangalore,Net Banking
ORD00349,CUST0072,PROD097,2023-04-13,Home & Kitchen,Curtains,1,6949.58,6949.58,Delhi,COD
ORD00350,CUST0127,PROD036,2023-05-24,Books,Textbook,1,1448.51,1448.51,Delhi,Credit Card
ORD00351,CUST0014,PROD085,2024-12-08,Home & Kitchen,Lamp,1,5908.57,5908.57,Hyderabad,Credit Card
ORD00352,CUST0028,PROD031,2024-10-23,Home & Kitchen,Lamp,1,1914.04,1914.04,Jaipur,Net Banking
ORD00353,CUST0185,PROD041,2023-01-13,Electronics,Tablet,1,52856.17,52856.17,Bangalore,Net Banking
ORD00354,CUST0391,PROD061,2023-06-26,Sports,Racket,2,2698.34,5396.68,Delhi,UPI
ORD00355,CUST0204,PROD065,2023-03-03,Home & Kitchen,Mixer,1,2465.65,2465.65,Hyderabad,COD
ORD00356,CUST0276,PROD079,2024-07-03,Sports,Dumbbells,1,4300.02,4300.02,Bangalore,Debit Card
ORD00357,CUST0275,PROD042,2023-06-09,Electronics,Laptop,1,43347.85,43347.85,Kolkata,COD
ORD00358,CUST0030,PROD032,2023-09-02,Home & Kitchen,Mixer,1,2825.58,2825.58,Delhi,Net Banking
ORD00359,CUST0380,PROD023,2024-11-04,Electronics,Smartwatch,1,50662.43,50662.43,Delhi,UPI
ORD00360,CUST0265,PROD093,2024-06-19,Books,Fiction Novel,5,328.53,1642.65,Hyderabad,Credit Card
ORD00361,CUST0172,PROD055,2023-01-31,Clothing,Jacket,1,3744.53,3744.53,Hyderabad,COD
ORD00362,CUST0185,PROD008,2024-06-07,Electronics,Smartwatch,1,52064.96,52064.96,Jaipur,COD
ORD00363,CUST0346,PROD093,2024-08-10,Electronics,Smartphone,1,24133.71,24133.71,Delhi,Credit Card
ORD00364,CUST0024,PROD061,2023-09-08,Books,Fiction Novel,3,160.7,482.1,Pune,Net Banking
ORD00365,CUST0366,PROD095,2024-07-20,Beauty,Lipstick,3,2807.18,8421.54,Kolkata,Credit Card
ORD00366,CUST0293,PROD048,2023-03-21,Clothing,Saree,1,4604.43,4604.43,Delhi,COD
ORD00367,CUST0206,PROD009,2023-02-17,Books,Fiction Novel,3,350.26,1050.78,Jaipur,Debit Card
ORD00368,CUST0189,PROD026,2023-01-09,Sports,Yoga Mat,2,2164.94,4329.88,Hyderabad,COD
ORD00369,CUST0396,PROD100,2024-05-20,Sports,Racket,1,1681.97,1681.97,Chennai,COD
ORD00370,CUST0120,PROD070,2023-01-25,Sports,Football,4,1157.38,4629.52,Pune,UPI
ORD00371,CUST0054,PROD027,2023-11-11,Beauty,Moisturizer,1,2324.76,2324.76,Ahmedabad,Credit Card
ORD00372,CUST0048,PROD006,2023-10-14,Clothing,T-Shirt,1,4871.0,4871.0,Chennai,COD
ORD00373,CUST0049,PROD065,2024-08-17,Clothing,Jacket,2,2454.21,4908.42,Bangalore,Net Banking
ORD00374,CUST0122,PROD038,2023-05-14,Electronics,Smartwatch,2,9671.21,19342.42,Hyderabad,Debit Card
ORD00375,CUST0232,PROD035,2023-11-22,Beauty,Shampoo,2,2161.73,4323.46,Chennai,UPI
ORD00376,CUST0055,PROD022,2023-06-09,Beauty,Lipstick,2,2383.6,4767.2,Jaipur,Net Banking
ORD00377,CUST0232,PROD040,2023-08-01,Clothing,T-Shirt,5,2818.38,14091.9,Jaipur,Debit Card
ORD00378,CUST0357,PROD078,2024-12-22,Sports,Cricket Bat,2,1197.57,2395.14,Mumbai,Credit Card
ORD00379,CUST0203,PROD066,2023-12-31,Sports,Yoga Mat,2,1144.59,2289.18,Mumbai,Debit Card
ORD00380,CUST0285,PROD096,2024-04-08,Electronics,Smartphone,1,7331.16,7331.16,Ahmedabad,Credit Card
ORD00381,CUST0032,PROD100,2023-01-13,Electronics,Laptop,1,65292.26,65292.26,Chennai,
ORD00382,CUST0044,PROD075,2024-10-22,Electronics,Tablet,2,32917.98,65835.96,Lucknow,Debit Card
ORD00383,CUST0228,PROD017,2024-10-23,Beauty,Moisturizer,1,260.06,260.06,Delhi,Debit Card
ORD00384,CUST0371,PROD051,2024-03-19,Electronics,Tablet,4,8797.83,35191.32,Jaipur,UPI
ORD00385,CUST0141,PROD036,2023-07-11,Clothing,Saree,1,1111.37,1111.37,Jaipur,Credit Card
ORD00386,CUST0211,PROD071,2024-05-25,Electronics,Smartwatch,2,51273.29,102546.58,Jaipur,UPI
ORD00387,CUST0128,PROD081,2024-06-22,Electronics,Tablet,1,15292.7,15292.7,Ahmedabad,UPI
ORD00388,CUST0290,PROD065,2023-12-19,Beauty,Perfume,3,1542.6,4627.8,Pune,Net Banking
ORD00389,CUST0030,PROD061,2023-10-15,Electronics,Laptop,1,28915.82,28915.82,Ahmedabad,Debit Card
ORD00390,CUST0124,PROD035,2024-11-03,Sports,Football,1,5851.66,5851.66,Ahmedabad,UPI
ORD00391,CUST0182,PROD023,2024-02-02,Sports,Football,5,3581.02,17905.1,Bangalore,Credit Card
ORD00392,CUST0181,PROD073,2024-12-18,Home & Kitchen,Bedsheet,1,7354.76,7354.76,Lucknow,Credit Card
ORD00393,CUST0278,PROD040,2024-05-19,Home & Kitchen,Pressure Cooker,3,6775.06,20325.18,Bangalore,Net Banking
ORD00394,CUST0245,PROD001,2024-06-23,Electronics,Laptop,1,22446.75,22446.75,Pune,COD
ORD00395,CUST0031,PROD003,2023-11-28,Electronics,Smartphone,1,30556.93,30556.93,Bangalore,COD
ORD00396,CUST0038,PROD048,2024-01-09,Books,Self Help,3,1183.89,3551.67,Kolkata,COD
ORD00397,CUST0328,PROD063,2024-03-23,Electronics,Headphones,5,29195.24,145976.2,Pune,Credit Card
ORD00398,CUST0115,PROD086,2024-01-01,Books,Magazine,4,1070.68,4282.72,Lucknow,Credit Card
ORD00399,CUST0294,PROD051,2024-12-19,Clothing,Jacket,2,897.66,1795.32,Lucknow,UPI
ORD00400,CUST0328,PROD073,2023-08-15,Electronics,Headphones,5,74077.87,370389.35,Delhi,Net Banking
ORD00401,CUST0326,PROD012,2023-06-21,Electronics,Laptop,5,22849.69,114248.45,Pune,Net Banking
ORD00402,CUST0056,PROD093,2023-09-20,Electronics,Smartphone,1,23715.56,23715.56,Mumbai,UPI
ORD00403,CUST0194,PROD045,2024-05-19,Clothing,Saree,4,4854.75,19419.0,Ahmedabad,Net Banking
ORD00404,CUST0116,PROD021,2024-12-04,Electronics,Tablet,2,64154.75,128309.5,Jaipur,UPI
ORD00405,CUST0038,PROD044,2023-04-18,Sports,Cricket Bat,1,1980.27,1980.27,Bangalore,Net Banking
ORD00406,CUST0174,PROD077,2023-04-06,Electronics,Laptop,4,46028.47,184113.88,Lucknow,Net Banking
ORD00407,CUST0081,PROD007,2024-03-20,Books,Comics,1,1419.36,1419.36,Delhi,Debit Card
ORD00408,CUST0136,PROD085,2024-07-07,Electronics,Smartphone,2,35695.99,71391.98,Hyderabad,Debit Card
ORD00409,CUST0079,PROD007,2024-05-17,Electronics,Laptop,2,34467.67,68935.34,Pune,UPI
ORD00410,CUST0103,PROD013,2024-05-06,Clothing,Jacket,2,4172.14,8344.28,Mumbai,Credit Card
ORD00411,CUST0158,PROD051,2023-04-29,Electronics,Headphones,1,78279.33,78279.33,Jaipur,Net Banking
ORD00412,CUST0190,PROD049,2023-07-09,Sports,Yoga Mat,2,818.57,1637.14,,Credit Card
ORD00413,CUST0289,PROD008,2023-10-03,Clothing,Jacket,1,2366.22,2366.22,Bangalore,UPI
ORD00414,CUST0117,PROD071,2024-08-26,Electronics,Headphones,1,65613.51,65613.51,Mumbai,Net Banking
ORD00415,CUST0294,PROD031,2024-05-01,Sports,Dumbbells,2,5804.04,11608.08,Jaipur,Debit Card
ORD00416,CUST0347,PROD080,2024-08-08,Electronics,Laptop,4,42657.61,170630.44,Bangalore,UPI
ORD00417,CUST0099,PROD017,2023-08-05,Beauty,Shampoo,5,683.23,3416.15,Mumbai,Net Banking
ORD00418,CUST0305,PROD034,2023-06-01,Electronics,Tablet,3,20143.95,60431.85,Pune,UPI
ORD00419,CUST0267,PROD059,2023-10-10,Electronics,Smartwatch,1,34801.62,34801.62,Mumbai,COD
ORD00420,CUST0302,PROD075,2024-08-03,Home & Kitchen,Curtains,1,1343.0,1343.0,Delhi,UPI
ORD00421,CUST0211,PROD034,2023-12-19,Home & Kitchen,Mixer,3,6392.88,19178.64,Kolkata,Net Banking
ORD00422,CUST0317,PROD078,2023-05-28,Home & Kitchen,Curtains,1,780.03,780.03,Kolkata,UPI
ORD00423,CUST0138,PROD048,2024-05-01,Clothing,Jacket,1,3545.11,3545.11,Mumbai,Debit Card
ORD00424,CUST0351,PROD013,2024-12-13,Sports,Yoga Mat,3,2071.72,6215.16,Chennai,
ORD00425,CUST0310,PROD083,2024-03-02,Clothing,Saree,1,3937.72,3937.72,Delhi,Credit Card
ORD00426,CUST0029,PROD066,2024-01-18,Clothing,Saree,3,3782.18,11346.54,Bangalore,UPI
ORD00427,CUST0292,PROD004,2024-06-20,Clothing,Kurta,3,2195.31,6585.93,Bangalore,Credit Card
ORD00428,CUST0026,PROD047,2024-04-12,Sports,Football,1,5070.6,5070.6,Chennai,Debit Card
ORD00429,CUST0349,PROD004,2023-05-07,Clothing,Saree,2,2673.6,5347.2,Chennai,Debit Card
ORD00430,CUST0283,PROD045,2024-08-23,Clothing,Saree,4,1133.82,4535.28,Pune,Credit Card
ORD00431,CUST0015,PROD050,2023-10-19,Sports,Yoga Mat,2,4568.83,9137.66,Mumbai,Credit Card
ORD00432,CUST0106,PROD035,2024-11-24,Sports,Football,2,5185.39,10370.78,Kolkata,COD
ORD00433,CUST0308,PROD002,2023-06-27,Electronics,Laptop,1,40557.29,40557.29,Chennai,Debit Card
ORD00434,CUST0217,PROD049,2023-10-09,Home & Kitchen,Bedsheet,2,5845.27,11690.54,Pune,Net Banking
ORD00435,CUST0204,PROD075,2024-09-30,Electronics,Tablet,2,27660.88,55321.76,Delhi,UPI
ORD00436,CUST0153,PROD088,2023-10-17,Home & Kitchen,Bedsheet,2,4710.49,9420.98,Delhi,Net Banking
ORD00437,CUST0336,PROD092,2023-09-25,Electronics,Headphones,3,53044.61,159133.83,Hyderabad,Credit Card
ORD00438,CUST0207,PROD085,2024-09-06,Electronics,Smartphone,3,72476.53,217429.59,Pune,Credit Card
ORD00439,CUST0208,PROD050,2024-03-04,Books,Comics,1,1496.45,1496.45,Mumbai,COD
ORD00440,CUST0114,PROD088,2024-12-31,Books,Magazine,1,1242.24,1242.24,,Net Banking
ORD00441,CUST0286,PROD024,2024-11-04,Beauty,Perfume,3,1619.99,4859.97,Hyderabad,UPI
ORD00442,CUST0349,PROD043,2023-07-07,Clothing,Jacket,2,3708.1,7416.2,Delhi,Credit Card
ORD00443,CUST0134,PROD075,2024-01-16,Clothing,Jacket,4,2275.64,9102.56,Hyderabad,Net Banking
ORD00444,CUST0318,PROD010,2024-08-17,Sports,Dumbbells,2,605.01,1210.02,Jaipur,Credit Card
ORD00445,CUST0071,PROD026,2023-06-04,Home & Kitchen,Curtains,1,4473.32,4473.32,Pune,Net Banking
ORD00446,CUST0399,PROD011,2023-07-04,Beauty,Shampoo,3,600.17,1800.51,Jaipur,Debit Card
ORD00447,CUST0141,PROD027,2024-04-07,Home & Kitchen,Pressure Cooker,1,2849.92,2849.92,Bangalore,COD
ORD00448,CUST0315,PROD056,2023-05-13,Sports,Dumbbells,3,4775.49,14326.47,Kolkata,Net Banking
ORD00449,CUST0375,PROD048,2023-07-24,Clothing,Saree,1,2100.97,2100.97,Mumbai,Debit Card
ORD00450,CUST0376,PROD032,2024-10-03,Sports,Racket,2,1385.48,2770.96,Chennai,Debit Card
ORD00451,CUST0034,PROD006,2023-06-21,Clothing,T-Shirt,2,2102.07,4204.14,Hyderabad,Debit Card
ORD00452,CUST0069,PROD044,2024-12-04,Clothing,Kurta,1,3102.53,3102.53,Jaipur,Debit Card
ORD00453,CUST0010,PROD030,2024-02-18,Sports,Football,4,5704.03,22816.12,Chennai,Credit Card
ORD00454,CUST0365,PROD084,2024-01-11,Electronics,Laptop,1,49226.96,49226.96,Mumbai,Net Banking
ORD00455,CUST0025,PROD085,2024-08-31,Sports,Yoga Mat,2,4695.89,9391.78,Delhi,UPI
ORD00456,CUST0130,PROD061,2024-07-14,Electronics,Laptop,1,36258.17,36258.17,Bangalore,Credit Card
ORD00457,CUST0267,PROD035,2024-11-09,Books,Fiction Novel,2,520.86,1041.72,Lucknow,COD
ORD00458,CUST0061,PROD037,2024-09-24,Books,Comics,1,1262.74,1262.74,Delhi,UPI
ORD00459,CUST0104,PROD046,2024-06-19,Clothing,Kurta,1,1238.02,1238.02,Kolkata,Debit Card
ORD00460,CUST0170,PROD031,2024-05-07,Electronics,Smartwatch,1,42226.6,42226.6,Mumbai,UPI
ORD00461,CUST0047,PROD100,2023-06-02,Books,Fiction Novel,2,1269.16,2538.32,Ahmedabad,UPI
ORD00462,CUST0152,PROD034,2024-04-12,Books,Fiction Novel,2,1366.6,2733.2,Jaipur,UPI
ORD00463,CUST0347,PROD041,2024-01-04,Electronics,Smartphone,3,70560.53,211681.59,Kolkata,UPI
ORD00464,CUST0088,PROD043,2024-10-24,Electronics,Laptop,1,5725.42,5725.42,Pune,Net Banking
ORD00465,CUST0094,PROD015,2023-12-17,Beauty,Perfume,1,2659.61,2659.61,Kolkata,Net Banking
ORD00466,CUST0216,PROD084,2024-05-04,Beauty,Perfume,2,2539.82,5079.64,Bangalore,UPI
ORD00467,CUST0214,PROD076,2023-04-17,Electronics,Laptop,3,78617.69,235853.07,Jaipur,COD
ORD00468,CUST0015,PROD088,2024-09-18,Books,Self Help,3,955.46,2866.38,Bangalore,Net Banking
ORD00469,CUST0134,PROD084,2023-03-06,Beauty,Moisturizer,1,2685.15,2685.15,Pune,UPI
ORD00470,CUST0115,PROD086,2024-08-01,Books,Magazine,2,1174.31,2348.62,Pune,COD
ORD00471,CUST0247,PROD045,2023-09-12,Home & Kitchen,Lamp,2,1213.41,2426.82,Kolkata,Credit Card
ORD00472,CUST0330,PROD021,2023-01-12,Sports,Racket,2,5384.64,10769.28,Ahmedabad,Net Banking
ORD00473,CUST0170,PROD036,2023-09-04,Sports,Football,1,725.81,725.81,Mumbai,COD
ORD00474,CUST0228,PROD074,2024-04-15,Electronics,Tablet,1,35245.77,35245.77,Jaipur,UPI
ORD00475,CUST0010,PROD014,2024-10-31,Sports,Dumbbells,5,2100.87,10504.35,Kolkata,Net Banking
ORD00476,CUST0317,PROD082,2024-09-10,Electronics,Smartwatch,1,5012.73,5012.73,Hyderabad,COD
ORD00477,CUST0115,PROD059,2023-02-25,Home & Kitchen,Curtains,1,7627.61,7627.61,Pune,COD
ORD00478,CUST0059,PROD013,2024-04-08,Sports,Racket,2,2996.34,5992.68,Chennai,UPI
ORD00479,CUST0024,PROD022,2023-04-19,Clothing,Jacket,1,2873.69,2873.69,Jaipur,Credit Card
ORD00480,CUST0062,PROD051,2023-07-12,Sports,Dumbbells,2,908.79,1817.58,Chennai,Net Banking
ORD00481,CUST0024,PROD082,2024-02-29,Sports,Football,1,4385.41,4385.41,Lucknow,UPI
ORD00482,CUST0069,PROD064,2024-05-31,Sports,Dumbbells,2,2906.57,5813.14,Mumbai,COD
ORD00483,CUST0261,PROD100,2024-05-09,Books,Magazine,3,1409.37,4228.11,Bangalore,COD
ORD00484,CUST0165,PROD065,2024-09-12,Electronics,Smartphone,2,12766.55,25533.1,Kolkata,Net Banking
